sl_no,g_symbol,g_id,g_st,g_ed,strand,trans_id,exon_no,exon_st,exon_ed,exon_sz
331,BRCA1,672,43170327,43044295,minus,NM_001408453.1,21,43047703,43047643,61
332,BRCA1,672,43170327,43044295,minus,NM_001408453.1,22,43045802,43044295,1508
333,BRCA1,672,43170327,43044295,minus,NM_001407737.1,1,43125364,43125277,88
334,BRCA1,672,43170327,43044295,minus,NM_001407737.1,2,43115779,43115726,54
335,BRCA1,672,43170327,43044295,minus,NM_001407737.1,3,43106533,43106456,78
336,BRCA1,672,43170327,43044295,minus,NM_001407737.1,4,43104956,43104868,89
337,BRCA1,672,43170327,43044295,minus,NM_001407737.1,5,43104261,43104122,140
338,BRCA1,672,43170327,43044295,minus,NM_001407737.1,6,43099880,43099775,106
339,BRCA1,672,43170327,43044295,minus,NM_001407737.1,7,43097289,43097244,46
340,BRCA1,672,43170327,43044295,minus,NM_001407737.1,8,43095922,43095846,77
341,BRCA1,672,43170327,43044295,minus,NM_001407737.1,9,43094860,43091435,3426
342,BRCA1,672,43170327,43044295,minus,NM_001407737.1,10,43091032,43090944,89
343,BRCA1,672,43170327,43044295,minus,NM_001407737.1,11,43082575,43082404,172
344,BRCA1,672,43170327,43044295,minus,NM_001407737.1,12,43076611,43076488,124
345,BRCA1,672,43170327,43044295,minus,NM_001407737.1,13,43074521,43074331,191
346,BRCA1,672,43170327,43044295,minus,NM_001407737.1,14,43071238,43070928,311
347,BRCA1,672,43170327,43044295,minus,NM_001407737.1,15,43067695,43067608,88
348,BRCA1,672,43170327,43044295,minus,NM_001407737.1,16,43063951,43063874,78
349,BRCA1,672,43170327,43044295,minus,NM_001407737.1,17,43063373,43063333,41
350,BRCA1,672,43170327,43044295,minus,NM_001407737.1,18,43057135,43057052,84
351,BRCA1,672,43170327,43044295,minus,NM_001407737.1,19,43051117,43051063,55
352,BRCA1,672,43170327,43044295,minus,NM_001407737.1,20,43049194,43049121,74
353,BRCA1,672,43170327,43044295,minus,NM_001407737.1,21,43047703,43047643,61
354,BRCA1,672,43170327,43044295,minus,NM_001407737.1,22,43045802,43044295,1508
355,BRCA1,672,43170327,43044295,minus,NM_001407728.1,1,43125364,43125277,88
356,BRCA1,672,43170327,43044295,minus,NM_001407728.1,2,43115779,43115726,54
357,BRCA1,672,43170327,43044295,minus,NM_001407728.1,3,43106533,43106456,78
358,BRCA1,672,43170327,43044295,minus,NM_001407728.1,4,43104956,43104868,89
359,BRCA1,672,43170327,43044295,minus,NM_001407728.1,5,43104261,43104122,140
360,BRCA1,672,43170327,43044295,minus,NM_001407728.1,6,43099880,43099775,106
361,BRCA1,672,43170327,43044295,minus,NM_001407728.1,7,43097289,43097244,46
362,BRCA1,672,43170327,43044295,minus,NM_001407728.1,8,43095922,43095846,77
363,BRCA1,672,43170327,43044295,minus,NM_001407728.1,9,43094860,43091435,3426
364,BRCA1,672,43170327,43044295,minus,NM_001407728.1,10,43091032,43090944,89
365,BRCA1,672,43170327,43044295,minus,NM_001407728.1,11,43082575,43082404,172
366,BRCA1,672,43170327,43044295,minus,NM_001407728.1,12,43076614,43076488,127
367,BRCA1,672,43170327,43044295,minus,NM_001407728.1,13,43074521,43074331,191
368,BRCA1,672,43170327,43044295,minus,NM_001407728.1,14,43071238,43070928,311
369,BRCA1,672,43170327,43044295,minus,NM_001407728.1,15,43067695,43067608,88
370,BRCA1,672,43170327,43044295,minus,NM_001407728.1,16,43063951,43063874,78
371,BRCA1,672,43170327,43044295,minus,NM_001407728.1,17,43063373,43063333,41
372,BRCA1,672,43170327,43044295,minus,NM_001407728.1,18,43057135,43057052,84
373,BRCA1,672,43170327,43044295,minus,NM_001407728.1,19,43051117,43051063,55
374,BRCA1,672,43170327,43044295,minus,NM_001407728.1,20,43049194,43049121,74
375,BRCA1,672,43170327,43044295,minus,NM_001407728.1,21,43047703,43047643,61
376,BRCA1,672,43170327,43044295,minus,NM_001407728.1,22,43045802,43044295,1508
377,BRCA1,672,43170327,43044295,minus,NM_001407746.1,1,43125364,43125277,88
378,BRCA1,672,43170327,43044295,minus,NM_001407746.1,2,43115779,43115726,54
379,BRCA1,672,43170327,43044295,minus,NM_001407746.1,3,43110580,43110465,116
380,BRCA1,672,43170327,43044295,minus,NM_001407746.1,4,43106533,43106456,78
381,BRCA1,672,43170327,43044295,minus,NM_001407746.1,5,43104956,43104868,89
382,BRCA1,672,43170327,43044295,minus,NM_001407746.1,6,43104261,43104122,140
383,BRCA1,672,43170327,43044295,minus,NM_001407746.1,7,43099877,43099775,103
384,BRCA1,672,43170327,43044295,minus,NM_001407746.1,8,43097289,43097244,46
385,BRCA1,672,43170327,43044295,minus,NM_001407746.1,9,43095922,43095846,77
386,BRCA1,672,43170327,43044295,minus,NM_001407746.1,10,43094860,43091435,3426
387,BRCA1,672,43170327,43044295,minus,NM_001407746.1,11,43091032,43090944,89
388,BRCA1,672,43170327,43044295,minus,NM_001407746.1,12,43082575,43082404,172
389,BRCA1,672,43170327,43044295,minus,NM_001407746.1,13,43076614,43076488,127
390,BRCA1,672,43170327,43044295,minus,NM_001407746.1,14,43074521,43074331,191
391,BRCA1,672,43170327,43044295,minus,NM_001407746.1,15,43071238,43070928,311
392,BRCA1,672,43170327,43044295,minus,NM_001407746.1,16,43067695,43067608,88
393,BRCA1,672,43170327,43044295,minus,NM_001407746.1,17,43063951,43063874,78
394,BRCA1,672,43170327,43044295,minus,NM_001407746.1,18,43063373,43063333,41
395,BRCA1,672,43170327,43044295,minus,NM_001407746.1,19,43057135,43057052,84
396,BRCA1,672,43170327,43044295,minus,NM_001407746.1,20,43051117,43051063,55
397,BRCA1,672,43170327,43044295,minus,NM_001407746.1,21,43049194,43049121,74
398,BRCA1,672,43170327,43044295,minus,NM_001407746.1,22,43047703,43047643,61
399,BRCA1,672,43170327,43044295,minus,NM_001407746.1,23,43045802,43044295,1508
400,BRCA1,672,43170327,43044295,minus,NM_001408461.1,1,43125364,43125277,88
401,BRCA1,672,43170327,43044295,minus,NM_001408461.1,2,43124102,43124017,86
402,BRCA1,672,43170327,43044295,minus,NM_001408461.1,3,43106533,43106456,78
403,BRCA1,672,43170327,43044295,minus,NM_001408461.1,4,43104956,43104868,89
404,BRCA1,672,43170327,43044295,minus,NM_001408461.1,5,43104261,43104122,140
405,BRCA1,672,43170327,43044295,minus,NM_001408461.1,6,43099880,43099775,106
406,BRCA1,672,43170327,43044295,minus,NM_001408461.1,7,43097289,43097244,46
407,BRCA1,672,43170327,43044295,minus,NM_001408461.1,8,43095922,43095846,77
408,BRCA1,672,43170327,43044295,minus,NM_001408461.1,9,43094860,43094744,117
409,BRCA1,672,43170327,43044295,minus,NM_001408461.1,10,43091032,43090944,89
410,BRCA1,672,43170327,43044295,minus,NM_001408461.1,11,43082575,43082404,172
411,BRCA1,672,43170327,43044295,minus,NM_001408461.1,12,43076611,43076488,124
412,BRCA1,672,43170327,43044295,minus,NM_001408461.1,13,43074521,43074331,191
413,BRCA1,672,43170327,43044295,minus,NM_001408461.1,14,43071238,43070928,311
414,BRCA1,672,43170327,43044295,minus,NM_001408461.1,15,43067695,43067608,88
415,BRCA1,672,43170327,43044295,minus,NM_001408461.1,16,43063951,43063874,78
416,BRCA1,672,43170327,43044295,minus,NM_001408461.1,17,43063373,43063333,41
417,BRCA1,672,43170327,43044295,minus,NM_001408461.1,18,43057135,43057052,84
418,BRCA1,672,43170327,43044295,minus,NM_001408461.1,19,43051117,43051063,55
419,BRCA1,672,43170327,43044295,minus,NM_001408461.1,20,43049194,43049121,74
420,BRCA1,672,43170327,43044295,minus,NM_001408461.1,21,43047703,43047643,61
421,BRCA1,672,43170327,43044295,minus,NM_001408461.1,22,43045802,43044295,1508
422,BRCA1,672,43170327,43044295,minus,NM_001407738.1,1,43125364,43125277,88
423,BRCA1,672,43170327,43044295,minus,NM_001407738.1,2,43124102,43124017,86
424,BRCA1,672,43170327,43044295,minus,NM_001407738.1,3,43106533,43106456,78
425,BRCA1,672,43170327,43044295,minus,NM_001407738.1,4,43104956,43104868,89
426,BRCA1,672,43170327,43044295,minus,NM_001407738.1,5,43104261,43104122,140
427,BRCA1,672,43170327,43044295,minus,NM_001407738.1,6,43099880,43099775,106
428,BRCA1,672,43170327,43044295,minus,NM_001407738.1,7,43097289,43097244,46
429,BRCA1,672,43170327,43044295,minus,NM_001407738.1,8,43095922,43095846,77
430,BRCA1,672,43170327,43044295,minus,NM_001407738.1,9,43094860,43091435,3426
431,BRCA1,672,43170327,43044295,minus,NM_001407738.1,10,43091032,43090944,89
432,BRCA1,672,43170327,43044295,minus,NM_001407738.1,11,43082575,43082404,172
433,BRCA1,672,43170327,43044295,minus,NM_001407738.1,12,43076611,43076488,124
434,BRCA1,672,43170327,43044295,minus,NM_001407738.1,13,43074521,43074331,191
435,BRCA1,672,43170327,43044295,minus,NM_001407738.1,14,43071238,43070928,311
436,BRCA1,672,43170327,43044295,minus,NM_001407738.1,15,43067695,43067608,88
437,BRCA1,672,43170327,43044295,minus,NM_001407738.1,16,43063951,43063874,78
438,BRCA1,672,43170327,43044295,minus,NM_001407738.1,17,43063373,43063333,41
439,BRCA1,672,43170327,43044295,minus,NM_001407738.1,18,43057135,43057052,84
440,BRCA1,672,43170327,43044295,minus,NM_001407738.1,19,43051117,43051063,55
441,BRCA1,672,43170327,43044295,minus,NM_001407738.1,20,43049194,43049121,74
442,BRCA1,672,43170327,43044295,minus,NM_001407738.1,21,43047703,43047643,61
443,BRCA1,672,43170327,43044295,minus,NM_001407738.1,22,43045802,43044295,1508
444,BRCA1,672,43170327,43044295,minus,NM_001407886.1,1,43125364,43125277,88
445,BRCA1,672,43170327,43044295,minus,NM_001407886.1,2,43124102,43124017,86
446,BRCA1,672,43170327,43044295,minus,NM_001407886.1,3,43115779,43115726,54
447,BRCA1,672,43170327,43044295,minus,NM_001407886.1,4,43106533,43106478,56
448,BRCA1,672,43170327,43044295,minus,NM_001407886.1,5,43104956,43104868,89
449,BRCA1,672,43170327,43044295,minus,NM_001407886.1,6,43104261,43104122,140
450,BRCA1,672,43170327,43044295,minus,NM_001407886.1,7,43099880,43099775,106
451,BRCA1,672,43170327,43044295,minus,NM_001407886.1,8,43097289,43097244,46
452,BRCA1,672,43170327,43044295,minus,NM_001407886.1,9,43095922,43095846,77
453,BRCA1,672,43170327,43044295,minus,NM_001407886.1,10,43094860,43091435,3426
454,BRCA1,672,43170327,43044295,minus,NM_001407886.1,11,43091032,43090944,89
455,BRCA1,672,43170327,43044295,minus,NM_001407886.1,12,43082575,43082404,172
456,BRCA1,672,43170327,43044295,minus,NM_001407886.1,13,43076614,43076488,127
457,BRCA1,672,43170327,43044295,minus,NM_001407886.1,14,43074521,43074331,191
458,BRCA1,672,43170327,43044295,minus,NM_001407886.1,15,43071238,43070928,311
459,BRCA1,672,43170327,43044295,minus,NM_001407886.1,16,43067695,43067608,88
460,BRCA1,672,43170327,43044295,minus,NM_001407886.1,17,43063951,43063874,78
461,BRCA1,672,43170327,43044295,minus,NM_001407886.1,18,43063373,43063333,41
462,BRCA1,672,43170327,43044295,minus,NM_001407886.1,19,43057135,43057052,84
463,BRCA1,672,43170327,43044295,minus,NM_001407886.1,20,43051117,43051063,55
464,BRCA1,672,43170327,43044295,minus,NM_001407886.1,21,43049194,43049121,74
465,BRCA1,672,43170327,43044295,minus,NM_001407886.1,22,43047703,43047643,61
466,BRCA1,672,43170327,43044295,minus,NM_001407886.1,23,43045802,43044295,1508
467,BRCA1,672,43170327,43044295,minus,NM_001407686.1,1,43125364,43125277,88
468,BRCA1,672,43170327,43044295,minus,NM_001407686.1,2,43124102,43124017,86
469,BRCA1,672,43170327,43044295,minus,NM_001407686.1,3,43115779,43115726,54
470,BRCA1,672,43170327,43044295,minus,NM_001407686.1,4,43106533,43106456,78
471,BRCA1,672,43170327,43044295,minus,NM_001407686.1,5,43104956,43104868,89
472,BRCA1,672,43170327,43044295,minus,NM_001407686.1,6,43104261,43104122,140
473,BRCA1,672,43170327,43044295,minus,NM_001407686.1,7,43099877,43099775,103
474,BRCA1,672,43170327,43044295,minus,NM_001407686.1,8,43094860,43091435,3426
475,BRCA1,672,43170327,43044295,minus,NM_001407686.1,9,43091032,43090944,89
476,BRCA1,672,43170327,43044295,minus,NM_001407686.1,10,43082572,43082404,169
477,BRCA1,672,43170327,43044295,minus,NM_001407686.1,11,43076614,43076488,127
478,BRCA1,672,43170327,43044295,minus,NM_001407686.1,12,43074521,43074331,191
479,BRCA1,672,43170327,43044295,minus,NM_001407686.1,13,43071238,43070928,311
480,BRCA1,672,43170327,43044295,minus,NM_001407686.1,14,43067695,43067608,88
481,BRCA1,672,43170327,43044295,minus,NM_001407686.1,15,43063951,43063874,78
482,BRCA1,672,43170327,43044295,minus,NM_001407686.1,16,43063373,43063333,41
483,BRCA1,672,43170327,43044295,minus,NM_001407686.1,17,43057135,43057052,84
484,BRCA1,672,43170327,43044295,minus,NM_001407686.1,18,43051117,43051063,55
485,BRCA1,672,43170327,43044295,minus,NM_001407686.1,19,43049194,43049121,74
486,BRCA1,672,43170327,43044295,minus,NM_001407686.1,20,43047703,43047643,61
487,BRCA1,672,43170327,43044295,minus,NM_001407686.1,21,43045802,43044295,1508
488,BRCA1,672,43170327,43044295,minus,NM_001408397.1,1,43125364,43125277,88
489,BRCA1,672,43170327,43044295,minus,NM_001408397.1,2,43124102,43124017,86
490,BRCA1,672,43170327,43044295,minus,NM_001408397.1,3,43115779,43115726,54
491,BRCA1,672,43170327,43044295,minus,NM_001408397.1,4,43106533,43106456,78
492,BRCA1,672,43170327,43044295,minus,NM_001408397.1,5,43104956,43104868,89
493,BRCA1,672,43170327,43044295,minus,NM_001408397.1,6,43104261,43104122,140
494,BRCA1,672,43170327,43044295,minus,NM_001408397.1,7,43099877,43099775,103
495,BRCA1,672,43170327,43044295,minus,NM_001408397.1,8,43097289,43097244,46
496,BRCA1,672,43170327,43044295,minus,NM_001408397.1,9,43095922,43095846,77
497,BRCA1,672,43170327,43044295,minus,NM_001408397.1,10,43094860,43094744,117
498,BRCA1,672,43170327,43044295,minus,NM_001408397.1,11,43091032,43090944,89
499,BRCA1,672,43170327,43044295,minus,NM_001408397.1,12,43082575,43082404,172
500,BRCA1,672,43170327,43044295,minus,NM_001408397.1,13,43076611,43076488,124
501,BRCA1,672,43170327,43044295,minus,NM_001408397.1,14,43074521,43074331,191
502,BRCA1,672,43170327,43044295,minus,NM_001408397.1,15,43071238,43070928,311
503,BRCA1,672,43170327,43044295,minus,NM_001408397.1,16,43067695,43067608,88
504,BRCA1,672,43170327,43044295,minus,NM_001408397.1,17,43063951,43063874,78
505,BRCA1,672,43170327,43044295,minus,NM_001408397.1,18,43063373,43063333,41
506,BRCA1,672,43170327,43044295,minus,NM_001408397.1,19,43057135,43057052,84
507,BRCA1,672,43170327,43044295,minus,NM_001408397.1,20,43051117,43051063,55
508,BRCA1,672,43170327,43044295,minus,NM_001408397.1,21,43049194,43049121,74
509,BRCA1,672,43170327,43044295,minus,NM_001408397.1,22,43047703,43047643,61
510,BRCA1,672,43170327,43044295,minus,NM_001408397.1,23,43045802,43044295,1508
511,BRCA1,672,43170327,43044295,minus,NM_001407632.1,1,43125364,43125277,88
512,BRCA1,672,43170327,43044295,minus,NM_001407632.1,2,43124102,43124017,86
513,BRCA1,672,43170327,43044295,minus,NM_001407632.1,3,43115779,43115726,54
514,BRCA1,672,43170327,43044295,minus,NM_001407632.1,4,43106533,43106456,78
515,BRCA1,672,43170327,43044295,minus,NM_001407632.1,5,43104956,43104868,89
516,BRCA1,672,43170327,43044295,minus,NM_001407632.1,6,43104261,43104122,140
517,BRCA1,672,43170327,43044295,minus,NM_001407632.1,7,43099877,43099775,103
518,BRCA1,672,43170327,43044295,minus,NM_001407632.1,8,43097289,43097244,46
519,BRCA1,672,43170327,43044295,minus,NM_001407632.1,9,43095922,43095846,77
520,BRCA1,672,43170327,43044295,minus,NM_001407632.1,10,43094860,43091435,3426
521,BRCA1,672,43170327,43044295,minus,NM_001407632.1,11,43091032,43090944,89
522,BRCA1,672,43170327,43044295,minus,NM_001407632.1,12,43082572,43082404,169
523,BRCA1,672,43170327,43044295,minus,NM_001407632.1,13,43076614,43076488,127
524,BRCA1,672,43170327,43044295,minus,NM_001407632.1,14,43074521,43074331,191
525,BRCA1,672,43170327,43044295,minus,NM_001407632.1,15,43071238,43070928,311
526,BRCA1,672,43170327,43044295,minus,NM_001407632.1,16,43067695,43067608,88
527,BRCA1,672,43170327,43044295,minus,NM_001407632.1,17,43063951,43063874,78
528,BRCA1,672,43170327,43044295,minus,NM_001407632.1,18,43063373,43063333,41
529,BRCA1,672,43170327,43044295,minus,NM_001407632.1,19,43057135,43057052,84
530,BRCA1,672,43170327,43044295,minus,NM_001407632.1,20,43051117,43051063,55
531,BRCA1,672,43170327,43044295,minus,NM_001407632.1,21,43049194,43049121,74
532,BRCA1,672,43170327,43044295,minus,NM_001407632.1,22,43047703,43047643,61
533,BRCA1,672,43170327,43044295,minus,NM_001407632.1,23,43045802,43044295,1508
534,BRCA1,672,43170327,43044295,minus,NM_001407613.1,1,43125364,43125277,88
535,BRCA1,672,43170327,43044295,minus,NM_001407613.1,2,43124102,43124017,86
536,BRCA1,672,43170327,43044295,minus,NM_001407613.1,3,43115779,43115726,54
537,BRCA1,672,43170327,43044295,minus,NM_001407613.1,4,43106533,43106456,78
538,BRCA1,672,43170327,43044295,minus,NM_001407613.1,5,43104956,43104868,89
539,BRCA1,672,43170327,43044295,minus,NM_001407613.1,6,43104261,43104122,140
540,BRCA1,672,43170327,43044295,minus,NM_001407613.1,7,43099877,43099775,103
541,BRCA1,672,43170327,43044295,minus,NM_001407613.1,8,43097289,43097244,46
542,BRCA1,672,43170327,43044295,minus,NM_001407613.1,9,43095922,43095846,77
543,BRCA1,672,43170327,43044295,minus,NM_001407613.1,10,43094860,43091435,3426
544,BRCA1,672,43170327,43044295,minus,NM_001407613.1,11,43091032,43090944,89
545,BRCA1,672,43170327,43044295,minus,NM_001407613.1,12,43082575,43082404,172
546,BRCA1,672,43170327,43044295,minus,NM_001407613.1,13,43076614,43076488,127
547,BRCA1,672,43170327,43044295,minus,NM_001407613.1,14,43074521,43074331,191
548,BRCA1,672,43170327,43044295,minus,NM_001407613.1,15,43071238,43070928,311
549,BRCA1,672,43170327,43044295,minus,NM_001407613.1,16,43067695,43067608,88
550,BRCA1,672,43170327,43044295,minus,NM_001407613.1,17,43063951,43063874,78
551,BRCA1,672,43170327,43044295,minus,NM_001407613.1,18,43063373,43063333,41
552,BRCA1,672,43170327,43044295,minus,NM_001407613.1,19,43057135,43057052,84
553,BRCA1,672,43170327,43044295,minus,NM_001407613.1,20,43051117,43051063,55
554,BRCA1,672,43170327,43044295,minus,NM_001407613.1,21,43049194,43049121,74
555,BRCA1,672,43170327,43044295,minus,NM_001407613.1,22,43047703,43047643,61
556,BRCA1,672,43170327,43044295,minus,NM_001407613.1,23,43045802,43044295,1508
557,BRCA1,672,43170327,43044295,minus,NM_001408436.1,1,43125364,43125277,88
558,BRCA1,672,43170327,43044295,minus,NM_001408436.1,2,43124102,43124017,86
559,BRCA1,672,43170327,43044295,minus,NM_001408436.1,3,43115779,43115726,54
560,BRCA1,672,43170327,43044295,minus,NM_001408436.1,4,43106533,43106456,78
561,BRCA1,672,43170327,43044295,minus,NM_001408436.1,5,43104956,43104868,89
562,BRCA1,672,43170327,43044295,minus,NM_001408436.1,6,43104261,43104122,140
563,BRCA1,672,43170327,43044295,minus,NM_001408436.1,7,43099880,43099775,106
564,BRCA1,672,43170327,43044295,minus,NM_001408436.1,8,43094860,43094744,117
565,BRCA1,672,43170327,43044295,minus,NM_001408436.1,9,43091032,43090944,89
566,BRCA1,672,43170327,43044295,minus,NM_001408436.1,10,43082575,43082404,172
567,BRCA1,672,43170327,43044295,minus,NM_001408436.1,11,43076611,43076488,124
568,BRCA1,672,43170327,43044295,minus,NM_001408436.1,12,43074521,43074331,191
569,BRCA1,672,43170327,43044295,minus,NM_001408436.1,13,43071238,43070928,311
570,BRCA1,672,43170327,43044295,minus,NM_001408436.1,14,43067695,43067608,88
571,BRCA1,672,43170327,43044295,minus,NM_001408436.1,15,43063951,43063874,78
572,BRCA1,672,43170327,43044295,minus,NM_001408436.1,16,43063373,43063333,41
573,BRCA1,672,43170327,43044295,minus,NM_001408436.1,17,43057135,43057052,84
574,BRCA1,672,43170327,43044295,minus,NM_001408436.1,18,43051117,43051063,55
575,BRCA1,672,43170327,43044295,minus,NM_001408436.1,19,43049194,43049121,74
576,BRCA1,672,43170327,43044295,minus,NM_001408436.1,20,43047703,43047643,61
577,BRCA1,672,43170327,43044295,minus,NM_001408436.1,21,43045802,43044295,1508
578,BRCA1,672,43170327,43044295,minus,NM_001407665.1,1,43125364,43125277,88
579,BRCA1,672,43170327,43044295,minus,NM_001407665.1,2,43124102,43124017,86
580,BRCA1,672,43170327,43044295,minus,NM_001407665.1,3,43115779,43115726,54
581,BRCA1,672,43170327,43044295,minus,NM_001407665.1,4,43106533,43106456,78
582,BRCA1,672,43170327,43044295,minus,NM_001407665.1,5,43104956,43104868,89
583,BRCA1,672,43170327,43044295,minus,NM_001407665.1,6,43104261,43104122,140
584,BRCA1,672,43170327,43044295,minus,NM_001407665.1,7,43099880,43099775,106
585,BRCA1,672,43170327,43044295,minus,NM_001407665.1,8,43094860,43091435,3426
